corpus speaker algo token_f-score token_precision token_recall boundary_f-score boundary_precision boundary_recall
Providence nai73b puddle 0.4544 0.5645 0.3802 0.6349 0.8374 0.5112
Providence nai75 AGc3sf_1 0.7638 0.7128 0.8227 0.8926 0.8247 0.9727
Providence nai75 AGc3sf_2 0.7865 0.741 0.8381 0.9023 0.8426 0.9711
Providence nai75 AGc3sf_3 0.7794 0.7317 0.8337 0.8994 0.8366 0.9723
Providence nai75 AGc3sf_4 0.7743 0.7232 0.8331 0.8966 0.8293 0.9758
Providence nai75 AGc3sf_5 0.7889 0.7441 0.8394 0.9045 0.8459 0.9719
Providence nai75 AGu_1 0.6815 0.6389 0.7301 0.8502 0.7896 0.9208
Providence nai75 AGu_2 0.6614 0.6209 0.7077 0.839 0.7803 0.9072
Providence nai75 AGu_3 0.6727 0.6294 0.7224 0.8461 0.784 0.9189
Providence nai75 AGu_4 0.6903 0.6477 0.7389 0.8551 0.7949 0.9251
Providence nai75 AGu_5 0.6827 0.6418 0.7291 0.8518 0.7936 0.9193
Providence nai75 TPs 0.1827 0.2763 0.1364 0.5329 0.9146 0.376
Providence nai75 dibs 0.2326 0.3171 0.1837 0.4653 0.6883 0.3514
Providence nai75 dmcmc 0.7143 0.6441 0.8015 0.8756 0.7787 1
Providence nai75 puddle 0.2087 0.4365 0.1371 0.3024 0.8996 0.1817
Providence vio04 AGc3sf_1 0.8095 0.7753 0.8468 0.9077 0.8612 0.9595
Providence vio04 AGc3sf_2 0.7809 0.7411 0.8253 0.8959 0.8406 0.959
Providence vio04 AGc3sf_3 0.7996 0.7646 0.8379 0.9058 0.8578 0.9595
Providence vio04 AGc3sf_4 0.8193 0.7884 0.8527 0.9129 0.8711 0.959
Providence vio04 AGc3sf_5 0.8038 0.7674 0.8437 0.906 0.8564 0.9618
Providence vio04 AGu_1 0.723 0.7058 0.7412 0.8462 0.8215 0.8725
Providence vio04 AGu_2 0.7393 0.7332 0.7456 0.859 0.8502 0.8681
Providence vio04 AGu_3 0.7025 0.6842 0.7219 0.8368 0.8101 0.8653
Providence vio04 AGu_4 0.7266 0.7064 0.7479 0.8548 0.8258 0.8858
Providence vio04 AGu_5 0.7246 0.704 0.7465 0.8592 0.8293 0.8914
Providence vio05 AGc3sf_1 0.754 0.6987 0.8187 0.8903 0.814 0.9823
Providence vio05 AGc3sf_2 0.7778 0.7264 0.8371 0.9013 0.8315 0.9839
Providence vio05 AGc3sf_3 0.7642 0.7109 0.826 0.894 0.821 0.9812
Providence vio05 AGc3sf_4 0.778 0.7267 0.8371 0.901 0.8314 0.9834
Providence vio05 AGc3sf_5 0.7589 0.7063 0.8201 0.8914 0.819 0.9778
Providence vio05 AGu_1 0.6929 0.6561 0.734 0.8485 0.7954 0.9091
Providence vio05 AGu_2 0.6705 0.6426 0.7009 0.8327 0.7917 0.8781
Providence vio05 AGu_3 0.6899 0.659 0.7239 0.8447 0.7999 0.8947
Providence vio05 AGu_4 0.6821 0.6489 0.7188 0.8366 0.7886 0.8909
Providence vio05 AGu_5 0.6709 0.6335 0.7128 0.8377 0.7829 0.9008
Providence vio05 TPs 0.2016 0.3 0.1519 0.5258 0.9112 0.3695
Providence vio05 dibs 0.2744 0.3852 0.2131 0.5017 0.7938 0.3668
Providence vio05 dmcmc 0.7179 0.6504 0.8012 0.8776 0.7818 1
Providence vio05 puddle 0.3629 0.5243 0.2775 0.5087 0.8414 0.3645
Providence vio06 AGc3sf_1 0.8404 0.8094 0.8739 0.9198 0.8752 0.9692
Providence vio06 AGc3sf_2 0.8293 0.799 0.862 0.9143 0.8704 0.9627
Providence vio06 AGc3sf_3 0.8305 0.8012 0.862 0.9153 0.8729 0.9621
Providence vio06 AGc3sf_4 0.8323 0.802 0.8649 0.9158 0.8721 0.964
Providence vio06 AGc3sf_5 0.8378 0.8094 0.8682 0.9173 0.8765 0.9621
Providence vio06 AGu_1 0.712 0.6952 0.7297 0.8483 0.8217 0.8766
Providence vio06 AGu_2 0.7207 0.7156 0.7259 0.8491 0.8411 0.8573
Providence vio06 AGu_3 0.7205 0.7129 0.7283 0.8476 0.8357 0.8599
Providence vio06 AGu_4 0.7257 0.7122 0.7397 0.8562 0.8351 0.8785
Providence vio06 AGu_5 0.7075 0.7012 0.7139 0.8419 0.8319 0.8522
Providence vio06 TPs 0.2566 0.3621 0.1987 0.5095 0.9034 0.3548
Providence vio06 dibs 0.2826 0.2979 0.2689 0.4924 0.5296 0.4602
Providence vio06 dmcmc 0.7225 0.6565 0.8032 0.8693 0.7689 1
Providence vio06 puddle 0.5151 0.6185 0.4413 0.664 0.8724 0.536
Providence vio10 AGc3sf_1 0.8566 0.8332 0.8813 0.9322 0.9015 0.9651
Providence vio10 AGc3sf_2 0.8505 0.8241 0.8786 0.9301 0.8953 0.9677
Providence vio10 AGc3sf_3 0.8455 0.8171 0.876 0.9275 0.89 0.9683
Providence vio10 AGc3sf_4 0.8474 0.8235 0.8728 0.9298 0.8981 0.9638
Providence vio10 AGc3sf_5 0.8606 0.8347 0.8882 0.9343 0.9004 0.9709
Providence vio10 AGu_1 0.7245 0.7078 0.7419 0.8602 0.8363 0.8855
Providence vio10 AGu_2 0.7356 0.7199 0.752 0.8671 0.8448 0.8907
Providence vio10 AGu_3 0.7152 0.7067 0.7239 0.8534 0.8411 0.8661
Providence vio10 AGu_4 0.7601 0.736 0.7859 0.8801 0.8465 0.9166
Providence vio10 AGu_5 0.7223 0.6962 0.7504 0.8645 0.8269 0.9056
Providence vio10 TPs 0.1976 0.2978 0.1479 0.5219 0.9379 0.3616
Providence vio10 dibs 0.2448 0.316 0.1998 0.4962 0.6984 0.3849
Providence vio10 dmcmc 0.7635 0.7034 0.8347 0.8979 0.8146 1
Providence vio10 puddle 0.4127 0.5954 0.3158 0.5576 0.9318 0.3978
Providence vio11 AGc3sf_1 0.7525 0.7043 0.8078 0.8807 0.8123 0.9617
Providence vio11 AGc3sf_2 0.7522 0.7036 0.8081 0.8799 0.8109 0.9617
Providence vio11 AGc3sf_3 0.7468 0.6971 0.8041 0.8781 0.8073 0.9625
Providence vio11 AGc3sf_4 0.7471 0.6981 0.8035 0.8779 0.8082 0.9608
Providence vio11 AGc3sf_5 0.7632 0.7173 0.8155 0.8839 0.8192 0.9596
Providence vio11 AGu_1 0.7511 0.7286 0.7751 0.8641 0.8321 0.8987
Providence vio11 AGu_2 0.759 0.7444 0.7742 0.8695 0.8487 0.8912
Providence vio11 AGu_3 0.7252 0.7105 0.7405 0.8475 0.8262 0.8699
Providence vio11 AGu_4 0.736 0.7133 0.7602 0.8561 0.8236 0.8912
Providence vio11 AGu_5 0.7331 0.7126 0.7548 0.8521 0.8227 0.8837
Providence vio11 TPs 0.2069 0.3087 0.1556 0.5168 0.9396 0.3564
Providence vio11 dibs 0.2763 0.3368 0.2342 0.5068 0.6631 0.4102
Providence vio11 dmcmc 0.7674 0.7085 0.8371 0.898 0.8149 1
Providence vio11 puddle 0.5591 0.6308 0.502 0.745 0.8729 0.6499
Providence vio22 AGc3sf_1 0.8151 0.7854 0.8472 0.9136 0.8721 0.9592
Providence vio22 AGc3sf_2 0.8047 0.7727 0.8394 0.9067 0.8619 0.9564
Providence vio22 AGc3sf_3 0.8139 0.7837 0.8466 0.9113 0.8692 0.9578
Providence vio22 AGc3sf_4 0.808 0.7774 0.8411 0.9084 0.8656 0.9557
Providence vio22 AGc3sf_5 0.8137 0.7843 0.8455 0.9132 0.872 0.9585
Providence vio22 AGu_1 0.7179 0.6841 0.7553 0.8588 0.8087 0.9156
Providence vio22 AGu_2 0.7008 0.6793 0.7237 0.8467 0.8143 0.8819
Providence vio22 AGu_3 0.7125 0.6797 0.7486 0.855 0.8062 0.91
Providence vio22 AGu_4 0.6948 0.6672 0.7248 0.8427 0.801 0.8889
Providence vio22 AGu_5 0.6793 0.654 0.7065 0.8344 0.7958 0.8769
Providence vio22 TPs 0.2307 0.3306 0.1772 0.5204 0.8938 0.3671
Providence vio22 dibs 0.2446 0.3124 0.201 0.4482 0.6337 0.3467
Providence vio22 dmcmc 0.7356 0.6703 0.8151 0.8796 0.785 1
Providence vio22 puddle 0.3879 0.5104 0.3128 0.5473 0.8119 0.4128
Providence vio23 AGc3sf_1 0.7431 0.6856 0.8111 0.8826 0.8029 0.98
Providence vio23 AGc3sf_2 0.8206 0.7853 0.8591 0.9154 0.8688 0.9672
Providence vio23 AGc3sf_3 0.7358 0.6763 0.8067 0.8784 0.7956 0.9806
Providence vio23 AGc3sf_4 0.7741 0.7228 0.8332 0.8966 0.8269 0.9791
Providence vio23 AGc3sf_5 0.7375 0.679 0.807 0.8797 0.7983 0.9797
Providence vio23 AGu_1 0.6925 0.665 0.7224 0.8466 0.8067 0.8907
Providence vio23 AGu_2 0.6775 0.6508 0.7065 0.8401 0.8008 0.8834
Providence vio23 AGu_3 0.673 0.6471 0.701 0.8357 0.7976 0.8776
Providence vio23 AGu_4 0.6781 0.649 0.7099 0.8384 0.7958 0.8858
Providence vio23 AGu_5 0.6847 0.6582 0.7135 0.8387 0.8002 0.8811
Providence vio23 TPs 0.2198 0.3203 0.1673 0.5539 0.9302 0.3943
Providence vio23 dibs 0.2459 0.2804 0.219 0.4951 0.5839 0.4297
Providence vio23 dmcmc 0.7585 0.6967 0.8322 0.895 0.81 1
Providence vio23 puddle 0.5231 0.576 0.4791 0.7086 0.7988 0.6367
Providence vio33 AGc3sf_1 0.8289 0.7988 0.8614 0.9155 0.8749 0.9601
Providence vio33 AGc3sf_2 0.8293 0.7965 0.8649 0.9156 0.8715 0.9644
Providence vio33 AGc3sf_3 0.8349 0.8032 0.8693 0.918 0.8754 0.965
Providence vio33 AGc3sf_4 0.8371 0.806 0.8706 0.9192 0.8776 0.965
Providence vio33 AGc3sf_5 0.8321 0.8025 0.864 0.9164 0.8766 0.9601
Providence vio33 AGu_1 0.7521 0.7145 0.794 0.8729 0.8198 0.9333
Providence vio33 AGu_2 0.7613 0.7225 0.8046 0.8769 0.8226 0.9387
Providence vio33 AGu_3 0.7428 0.7139 0.7742 0.8659 0.8248 0.9114
Providence vio33 AGu_4 0.7626 0.7284 0.8002 0.8784 0.8304 0.9322
Providence vio33 AGu_5 0.758 0.7172 0.8037 0.8748 0.8178 0.9404
Providence vio33 TPs 0.2235 0.3282 0.1695 0.5209 0.9136 0.3643
Providence vio33 dibs 0.2887 0.3485 0.2465 0.5303 0.6819 0.4338
Providence vio33 dmcmc 0.7539 0.6911 0.8292 0.8895 0.8011 1
Providence vio33 puddle 0.5505 0.6805 0.4621 0.6963 0.9272 0.5574
Providence wil02 AGc3sf_1 0.7847 0.7539 0.8182 0.8937 0.8484 0.9441
Providence wil02 AGc3sf_2 0.7914 0.7635 0.8215 0.897 0.856 0.9421
Providence wil02 AGc3sf_3 0.794 0.764 0.8263 0.8999 0.856 0.9485
Providence wil02 AGc3sf_4 0.7943 0.7657 0.8251 0.8987 0.8568 0.9448
Providence wil02 AGc3sf_5 0.7906 0.7625 0.821 0.8959 0.8546 0.9414
Providence wil02 AGu_1 0.7316 0.734 0.7292 0.854 0.8578 0.8503
Providence wil02 AGu_2 0.7124 0.7123 0.7125 0.8417 0.8415 0.8418
Providence wil02 AGu_3 0.7255 0.7336 0.7176 0.8438 0.8563 0.8316
Providence wil02 AGu_4 0.7191 0.7152 0.723 0.8458 0.8397 0.852
Providence wil02 AGu_5 0.7339 0.7283 0.7396 0.8577 0.849 0.8665
Providence wil02 TPs 0.2612 0.3729 0.201 0.5207 0.9287 0.3618
Providence wil02 dibs 0.3006 0.3242 0.2803 0.5131 0.5691 0.4671
Providence wil02 dmcmc 0.7502 0.689 0.8233 0.8857 0.7948 1
Providence wil02 puddle 0.6136 0.6441 0.5859 0.7671 0.8192 0.7212
Providence wil06 AGc3sf_1 0.7518 0.7066 0.8032 0.8877 0.8243 0.9616
Providence wil06 AGc3sf_2 0.7778 0.7412 0.8182 0.8994 0.8489 0.9563
Providence wil06 AGc3sf_3 0.7551 0.7135 0.8019 0.8898 0.8314 0.9569
Providence wil06 AGc3sf_4 0.7743 0.734 0.8192 0.8964 0.8408 0.9597
Providence wil06 AGc3sf_5 0.7661 0.727 0.8095 0.8936 0.8393 0.9554
Providence wil06 AGu_1 0.7137 0.7046 0.723 0.8516 0.8384 0.8652
Providence wil06 AGu_2 0.7124 0.6999 0.7253 0.8458 0.8278 0.8645
Providence wil06 AGu_3 0.6947 0.681 0.7091 0.8425 0.8223 0.8636
Providence wil06 AGu_4 0.688 0.6784 0.6979 0.8326 0.8185 0.8472
Providence wil06 AGu_5 0.7098 0.6966 0.7236 0.8501 0.831 0.8701
Providence wil06 TPs 0.199 0.2924 0.1508 0.5356 0.9213 0.3776
Providence wil06 dibs 0.261 0.3081 0.2263 0.5128 0.6354 0.4299
Providence wil06 dmcmc 0.7344 0.669 0.8141 0.8832 0.7909 1
Providence wil06 puddle 0.5494 0.6238 0.4908 0.7211 0.8476 0.6274
Providence wil17 AGc3sf_1 0.7684 0.7258 0.8162 0.887 0.8251 0.9589
Providence wil17 AGc3sf_2 0.769 0.7246 0.8192 0.891 0.8262 0.9668
Providence wil17 AGc3sf_3 0.7643 0.7197 0.8147 0.8884 0.8232 0.9648
Providence wil17 AGc3sf_4 0.7739 0.7315 0.8215 0.8923 0.8307 0.9638
Providence wil17 AGc3sf_5 0.763 0.7181 0.814 0.8885 0.8226 0.9658
Providence wil17 AGu_1 0.7517 0.7312 0.7734 0.8705 0.84 0.9032
Providence wil17 AGu_2 0.7593 0.7368 0.7832 0.8761 0.8428 0.912
Providence wil17 AGu_3 0.7427 0.7222 0.7644 0.8738 0.8429 0.9071
Providence wil17 AGu_4 0.7349 0.7114 0.7599 0.8676 0.8321 0.9062
Providence wil17 AGu_5 0.7493 0.7463 0.7524 0.8683 0.8636 0.8729
Rollins al12 AGc3sf_1 0.8737 0.8528 0.8955 0.9273 0.8961 0.9608
Rollins al12 AGc3sf_2 0.8763 0.8548 0.899 0.9286 0.8963 0.9633
Rollins al12 AGc3sf_3 0.8767 0.8555 0.899 0.9292 0.8974 0.9633
Rollins al12 AGc3sf_4 0.878 0.8564 0.9008 0.9298 0.8975 0.9646
Rollins al12 AGc3sf_5 0.8723 0.8519 0.8938 0.9267 0.896 0.9595
Rollins al12 AGu_1 0.7703 0.7814 0.7594 0.8514 0.8694 0.8342
Rollins al12 AGu_2 0.8003 0.7965 0.8042 0.8825 0.8764 0.8886
Rollins al12 AGu_3 0.7871 0.784 0.7902 0.8722 0.8673 0.8772
Rollins al12 AGu_4 0.8053 0.8028 0.8077 0.8834 0.8795 0.8873
Rollins al12 AGu_5 0.8325 0.8293 0.8358 0.9012 0.8961 0.9063
Rollins al12 TPs 0.2925 0.4069 0.2283 0.5111 0.9517 0.3494
Rollins al12 dibs 0.2766 0.3617 0.2239 0.4154 0.6685 0.3013
Rollins al12 dmcmc 0.7897 0.7369 0.8507 0.8999 0.818 1
Rollins al12 puddle 0.5109 0.6465 0.4223 0.6312 0.9468 0.4734
Rollins cb06 AGc3sf_1 0.4902 0.625 0.4032 0.6333 1 0.4634
Rollins cb06 AGc3sf_2 0.4902 0.625 0.4032 0.6333 1 0.4634
Rollins cb06 AGc3sf_3 0.4902 0.625 0.4032 0.6333 1 0.4634
Rollins cb06 AGc3sf_4 0.4902 0.625 0.4032 0.6333 1 0.4634
Rollins cb06 AGc3sf_5 0.4902 0.625 0.4032 0.6333 1 0.4634
Rollins cb06 AGu_1 0.3178 0.3778 0.2742 0.4 0.5417 0.3171
Rollins cb06 AGu_2 0.4038 0.5 0.3387 0.5161 0.7619 0.3902
Rollins cb06 AGu_3 0.2549 0.325 0.2097 0.3333 0.5263 0.2439
Rollins cb06 AGu_4 0.3238 0.3953 0.2742 0.4762 0.6818 0.3659
Rollins cb06 AGu_5 0.3333 0.3913 0.2903 0.4848 0.64 0.3902
Rollins cb06 TPs 0.2045 0.3462 0.1452 0.2174 1 0.122
Rollins cb06 dibs 0.09639 0.1905 0.06452 0 0 0
Rollins cb06 dmcmc 0.8837 0.8507 0.9194 0.9438 0.8936 1
Rollins cb06 puddle 0.1412 0.2609 0.09677 0.09302 1 0.04878
Rollins cb09 AGc3sf_1 0.814 0.7757 0.8563 0.8978 0.8441 0.9588
Rollins cb09 AGc3sf_2 0.8178 0.7817 0.8575 0.9031 0.8523 0.9603
Rollins cb09 AGc3sf_3 0.8214 0.7843 0.8621 0.9032 0.8514 0.9618
Rollins cb09 AGc3sf_4 0.8217 0.7878 0.8586 0.9041 0.8566 0.9573
Rollins cb09 AGc3sf_5 0.8128 0.7812 0.847 0.9001 0.8556 0.9496
Rollins cb09 AGu_1 0.6727 0.6963 0.6507 0.7911 0.828 0.7573
Rollins cb09 AGu_2 0.7287 0.7392 0.7185 0.8507 0.8669 0.8351
Rollins cb09 AGu_3 0.688 0.7116 0.6659 0.808 0.845 0.774
Rollins cb09 AGu_4 0.6884 0.7111 0.6671 0.8035 0.8389 0.771
Rollins cb09 AGu_5 0.7236 0.745 0.7033 0.8352 0.8682 0.8046
Rollins cb09 TPs 0.2496 0.3665 0.1893 0.5 0.9295 0.342
Rollins cb09 dibs 0.2432 0.3653 0.1822 0.42 0.8186 0.2824
Rollins cb09 dmcmc 0.8163 0.7651 0.875 0.9144 0.8423 1
Rollins cb09 puddle 0.1595 0.3423 0.104 0.1513 0.9153 0.08244
Rollins cb12 AGc3sf_1 0.8835 0.8629 0.9051 0.9369 0.9075 0.9684
Rollins cb12 AGc3sf_2 0.8794 0.8593 0.9005 0.9338 0.905 0.9646
Rollins cb12 AGc3sf_3 0.881 0.859 0.9041 0.9346 0.9032 0.9684
Rollins cb12 AGc3sf_4 0.8763 0.8559 0.8977 0.932 0.9027 0.9633
Rollins cb12 AGc3sf_5 0.8773 0.8561 0.8995 0.9321 0.9018 0.9646
Rollins cb12 AGu_1 0.7725 0.7951 0.7512 0.8539 0.889 0.8215
Rollins cb12 AGu_2 0.766 0.7765 0.7558 0.8652 0.8817 0.8494
Rollins cb12 AGu_3 0.8059 0.8082 0.8037 0.8767 0.8801 0.8734
Rollins cb12 AGu_4 0.7698 0.7935 0.7475 0.8609 0.8982 0.8266
Rollins cb12 AGu_5 0.7486 0.7622 0.7355 0.8444 0.8657 0.8241
Rollins cb12 TPs 0.2114 0.3208 0.1576 0.4475 0.9664 0.2911
Rollins cb12 dibs 0.2608 0.3278 0.2166 0.429 0.6161 0.3291
Rollins cb12 dmcmc 0.869 0.831 0.9106 0.9383 0.8838 1
Rollins cb12 puddle 0.3374 0.5083 0.2525 0.4507 0.9549 0.2949
Rollins cc09 AGc3sf_1 0.7677 0.759 0.7767 0.8732 0.8607 0.8861
Rollins cc09 AGc3sf_2 0.8114 0.8197 0.8033 0.8932 0.9048 0.8819
Rollins cc09 AGc3sf_3 0.8148 0.8231 0.8067 0.8932 0.9048 0.8819
Rollins cc09 AGc3sf_4 0.7664 0.7565 0.7767 0.8714 0.8571 0.8861
Rollins cc09 AGc3sf_5 0.7677 0.759 0.7767 0.8732 0.8607 0.8861
Rollins cc09 AGu_1 0.5139 0.5768 0.4633 0.6795 0.7921 0.5949
Rollins cc09 AGu_2 0.4769 0.5115 0.4467 0.6514 0.7136 0.5992
Rollins cc09 AGu_3 0.4364 0.48 0.4 0.6368 0.7219 0.5696
Rollins cc09 AGu_4 0.5 0.5341 0.47 0.6393 0.6965 0.5907
Rollins cc09 AGu_5 0.5027 0.5402 0.47 0.6483 0.7121 0.5949
Rollins cc09 TPs 0.1806 0.2797 0.1333 0.4858 0.9625 0.3249
Rollins cc09 dibs 0.1197 0.2376 0.08 0.24 0.8684 0.1392
Rollins cc09 dmcmc 0.7895 0.737 0.85 0.9115 0.8375 1
Rollins cc09 puddle 0.1152 0.2683 0.07333 0.1484 1 0.08017
Rollins cc12 AGc3sf_1 0.8871 0.8669 0.9083 0.9397 0.912 0.9692
Rollins cc12 AGc3sf_2 0.8879 0.8676 0.9091 0.9407 0.913 0.9702
Rollins cc12 AGc3sf_3 0.8862 0.8672 0.906 0.9386 0.9126 0.9661
Rollins cc12 AGc3sf_4 0.8678 0.8537 0.8824 0.9301 0.9104 0.9507
Rollins cc12 AGc3sf_5 0.892 0.872 0.913 0.9422 0.9148 0.9712
Rollins cc12 AGu_1 0.7876 0.7981 0.7774 0.8813 0.8968 0.8664
Rollins cc12 AGu_2 0.7695 0.7833 0.7563 0.8759 0.8967 0.8561
Rollins cc12 AGu_3 0.7289 0.7488 0.71 0.8415 0.8721 0.8129
Rollins cc12 AGu_4 0.7686 0.7814 0.7563 0.8766 0.8959 0.8582
Rollins cc12 AGu_5 0.774 0.7875 0.761 0.8628 0.8828 0.8438
Rollins cc12 TPs 0.2198 0.3189 0.1677 0.528 0.962 0.3638
Rollins cc12 dibs 0.281 0.366 0.2281 0.5024 0.748 0.3782
Rollins cc12 dmcmc 0.8203 0.7723 0.8746 0.9201 0.852 1
Rollins cc12 puddle 0.1998 0.3676 0.1371 0.2967 0.9827 0.1747
Rollins ck12 AGc3sf_1 0.8062 0.7617 0.8562 0.8887 0.8138 0.9789
Rollins ck12 AGc3sf_2 0.8615 0.8306 0.8948 0.9191 0.8674 0.9773
Rollins ck12 AGc3sf_3 0.8748 0.8468 0.9048 0.9254 0.8788 0.9773
Rollins ck12 AGc3sf_4 0.8599 0.8275 0.8948 0.9178 0.8639 0.9789
Rollins ck12 AGc3sf_5 0.8618 0.8294 0.8968 0.9193 0.8653 0.9805
Rollins ck12 AGu_1 0.8142 0.8199 0.8085 0.8621 0.8721 0.8523
Rollins ck12 AGu_2 0.8143 0.8405 0.7897 0.8659 0.9135 0.8231
Rollins ck12 AGu_3 0.7346 0.7759 0.6974 0.8124 0.893 0.7451
Rollins ck12 AGu_4 0.7769 0.8081 0.748 0.8384 0.8965 0.7873
Rollins ck12 AGu_5 0.7958 0.799 0.7927 0.8562 0.8618 0.8506
Rollins ck12 TPs 0.3006 0.4199 0.2341 0.4249 0.9824 0.2711
Rollins ck12 dibs 0.3439 0.4188 0.2917 0.4622 0.6903 0.3474
Rollins ck12 dmcmc 0.8201 0.7717 0.875 0.9014 0.8205 1
Rollins ck12 puddle 0.5027 0.6201 0.4226 0.6037 0.9322 0.4464
Rollins cm12 AGc3sf_1 0.7933 0.7531 0.838 0.8826 0.8238 0.9503
Rollins cm12 AGc3sf_2 0.781 0.7388 0.8283 0.8751 0.813 0.9474
Rollins cm12 AGc3sf_3 0.7625 0.7193 0.8112 0.8648 0.8007 0.9401
Rollins cm12 AGc3sf_4 0.7751 0.7342 0.8208 0.8728 0.8123 0.943
Rollins cm12 AGc3sf_5 0.7718 0.7274 0.8219 0.869 0.8037 0.9459
Rollins cm12 AGu_1 0.711 0.7054 0.7167 0.8214 0.8126 0.8304
Rollins cm12 AGu_2 0.6631 0.661 0.6652 0.7918 0.7884 0.7953
Rollins cm12 AGu_3 0.7289 0.7337 0.7242 0.8333 0.8408 0.826
Rollins cm12 AGu_4 0.7175 0.7225 0.7124 0.8236 0.8316 0.8158
Rollins cm12 AGu_5 0.736 0.7245 0.7479 0.8455 0.8277 0.864
Rollins cm12 TPs 0.2931 0.4192 0.2253 0.5059 0.9368 0.3465
Rollins cm12 dibs 0.3306 0.4485 0.2618 0.502 0.8311 0.3596
Rollins cm12 dmcmc 0.7851 0.7289 0.8509 0.8979 0.8147 1
Rollins cm12 puddle 0.3829 0.5687 0.2886 0.484 0.9778 0.3216
Rollins cr12 AGc3sf_1 0.7404 0.709 0.7746 0.8356 0.777 0.9038
Rollins cr12 AGc3sf_2 0.7272 0.6928 0.7651 0.8295 0.765 0.9059
Rollins cr12 AGc3sf_3 0.7315 0.6948 0.7722 0.8324 0.764 0.9142
Rollins cr12 AGc3sf_4 0.7459 0.7103 0.7853 0.8402 0.7743 0.9184
Rollins cr12 AGc3sf_5 0.7445 0.6974 0.7983 0.846 0.76 0.954
Rollins cr12 AGu_1 0.7365 0.7473 0.726 0.8112 0.8326 0.7908
Rollins cr12 AGu_2 0.682 0.7143 0.6524 0.7588 0.8272 0.7008
Rollins cr12 AGu_3 0.6946 0.7 0.6892 0.7826 0.7935 0.772
Rollins cr12 AGu_4 0.7235 0.7434 0.7046 0.7961 0.8364 0.7594
Rollins cr12 AGu_5 0.7253 0.7368 0.7141 0.7806 0.8031 0.7594
Rollins cr12 TPs 0.439 0.5609 0.3606 0.5099 0.9435 0.3494
Rollins cr12 dibs 0.3958 0.4495 0.3535 0.4253 0.5537 0.3452
Rollins cr12 dmcmc 0.7251 0.6634 0.7995 0.847 0.7347 1
Rollins cr12 puddle 0.4986 0.6212 0.4164 0.5339 0.905 0.3787
Rollins cy06 AGc3sf_1 0.7974 0.7619 0.8363 0.8941 0.8383 0.9578
Rollins cy06 AGc3sf_2 0.8145 0.783 0.8487 0.9026 0.8533 0.9578
Rollins cy06 AGc3sf_3 0.7974 0.7619 0.8363 0.8941 0.8383 0.9578
Rollins cy06 AGc3sf_4 0.8145 0.783 0.8487 0.9026 0.8533 0.9578
Rollins cy06 AGc3sf_5 0.8145 0.783 0.8487 0.9026 0.8533 0.9578
Rollins cy06 AGu_1 0.5878 0.6309 0.5502 0.691 0.7704 0.6265
Rollins cy06 AGu_2 0.6175 0.6245 0.6107 0.7367 0.749 0.7249
Rollins cy06 AGu_3 0.6319 0.6394 0.6245 0.7436 0.7568 0.7309
Rollins cy06 AGu_4 0.5113 0.5415 0.4842 0.6246 0.6817 0.5763
Rollins cy06 AGu_5 0.6081 0.632 0.586 0.7105 0.7528 0.6727
Rollins cy06 TPs 0.2729 0.3928 0.2091 0.4756 0.9873 0.3133
Rollins cy06 dibs 0.261 0.3934 0.1953 0.3556 0.8485 0.2249
Rollins cy06 dmcmc 0.8064 0.7572 0.8624 0.9079 0.8314 1
Rollins cy06 puddle 0.2625 0.4187 0.1912 0.3228 0.9417 0.1948
Rollins cy09 AGc3sf_1 0.8476 0.8384 0.8569 0.9006 0.8854 0.9163
Rollins cy09 AGc3sf_2 0.8601 0.8501 0.8702 0.911 0.8946 0.9279
Rollins cy09 AGc3sf_3 0.8464 0.8319 0.8614 0.905 0.8811 0.9302
Rollins cy09 AGc3sf_4 0.8476 0.8384 0.8569 0.9006 0.8854 0.9163
Rollins cy09 AGc3sf_5 0.8455 0.8357 0.8555 0.8995 0.8834 0.9163
Rollins cy09 AGu_1 0.79 0.8128 0.7684 0.853 0.8931 0.8163
Rollins cy09 AGu_2 0.7404 0.7558 0.7257 0.8115 0.8387 0.786
Rollins cy09 AGu_3 0.6667 0.7008 0.6357 0.7378 0.8011 0.6837
Rollins cy09 AGu_4 0.7257 0.7316 0.7198 0.8104 0.821 0.8
Rollins cy09 AGu_5 0.6391 0.7461 0.559 0.6957 0.9231 0.5581
Rollins cy09 TPs 0.333 0.4467 0.2655 0.5094 0.9613 0.3465
Rollins cy09 dibs 0.324 0.4157 0.2655 0.3902 0.6486 0.2791
Rollins cy09 dmcmc 0.7826 0.7254 0.8496 0.8814 0.7879 1
Rollins cy09 puddle 0.3146 0.4906 0.2316 0.2709 0.9444 0.1581
Rollins cy12 AGc3sf_1 0.9174 0.9096 0.9253 0.954 0.9417 0.9666
Rollins cy12 AGc3sf_2 0.9147 0.9062 0.9235 0.9527 0.9392 0.9666
Rollins cy12 AGc3sf_3 0.926 0.9125 0.9399 0.9585 0.9375 0.9805
Rollins cy12 AGc3sf_4 0.9327 0.9187 0.9472 0.962 0.9402 0.9847
Rollins cy12 AGc3sf_5 0.9291 0.9159 0.9426 0.9605 0.9401 0.9819
Rollins cy12 AGu_1 0.7916 0.7945 0.7887 0.8601 0.865 0.8554
Rollins cy12 AGu_2 0.7739 0.7746 0.7732 0.8524 0.8536 0.8512
