agey	e/Ji
guzman	g^z/m^n
guzman	(1)	/guz/man
guzowski	g^/zcf/ski
guzy	g/yu/zi
guzzardo	gut/sar/do
guzzetta	gut/sE/t^
guzzetti	g/yu/zE/ti
guzzi	gut/si
guzzle	g^/z^l
guzzler	g^z/lR
guzzler's	g^/z^/lRz
guzzler's	(1)	/g^z/lRz
guzzlers	g^/z^/lRz
guzzlers	(1)	/g^z/lRz
guzzles	g^/z^lz
guzzling	g^/z^/lIn
guzzling	(1)	/g^z/lIn
guzzo	gu/zo
gvaryahu	g^/vEr/ya/hu
gwaltney	g/wclt/ni
gwartney	g/wcrt/ni
gway	g/we
gway	(1)	/gi/we
gwen	g/wEn
gwenda	g/wEn/d^
gwendolyn	g/wEn/d^/lIn
gwennie	g/wE/ni
gwenore	g/wE/nR
gwin	g/wIn
gwinn	g/wIn
gwinn's	g/wInz
gwinner	g/wI/nR
gwinnett	g/wI/nEt
gwizdala	g/wIz/da/l^
gwozdz	g/wazdz
gwyn	g/wIn
gwyneth	g/wI/n^t
gwyneth's	g/wI/n^ts
gwyneths	g/wI/n^ts
gwynn	g/wIn
gwynne	g/wIn
gyger	gY/gR
gyi	gi
gyi	(1)	/gi/wY/Y
gyles	gYlz
gyllenhammar	gI/lEn/h@/mR
gym	JIm
gym's	gImz
gymboree	gIm/bc/ri
gymnasia	gIm/ne/zi/^
gymnasium	gIm/ne/zi/^m
gymnasiums	gIm/ne/zi/^mz
gymnast	gIm/n^st
gymnastic	gIm/n@/stIk
gymnastics	gIm/n@/stIks
gymnasts	gIm/n@sts
gyms	gImz
gyn	gIn
gyn	(1)	/gYn
gynecologic	gY/n^/k^/la/gIk
gynecological	gY/n^/k^/la/gI/k^l
gynecologist	gY/n^/ka/l^/g^st
gynecologists	gY/n^/ka/l^/g^sts
gynecology	gY/n^/ka/l^/gi
gynex	gI/n^ks
gyohten	g/yo/t^n
gyosai	g/yo/se
gyp	gIp
gypped	gIpt
gypsies	gIp/siz
gypsum	gIp/s^m
gypsum's	gIp/s^mz
gypsy	gIp/si
gyr	gYr
gyrate	gY/ret
gyrated	gY/re/tId
gyrates	gY/rets
gyrating	gY/re/tIn
gyration	gY/re/s^n
gyrations	gY/re/s^nz
gyro	gY/ro
gyrocompass	gY/ro/k^m/p^s
gyrodyne	gI/r^/dYn
gyrodynes	gI/r^/dYnz
gyropilot	gY/ro/pY/l^t
gyros	gY/roz
gyroscope	gY/r^/skop
gyroscopes	gY/r^/skops
gyroscopic	gY/r^/ska/pIk
gytha	gY/d^
gyuhama	g/yu/ha/m^
h	eC
h's	e/CIz
h	.	/eC
h	.'s	/e/CIz
ha	ha
ha'aretz	ha/rEts
ha'aretz	(1)	/h^/a/rEts
ha'etzni	h^/Et/sni
ha-ha	ha/ha
ha-ha-ha	ha/ha/ha
haab	hab
haack	hak
haacke	hak
haaf	haf
haag	hag
haagen	ha/g^n
haagenson	ha/gIn/s^n
haak	hak
haake	hak
haakenson	ha/kIn/s^n
haaland	ha/l^nd
haan	han
haapala	ha/pa/l^
haar	har
haas	has
haase	has
haass	has
haavelmo	ha/vEl/mo
habben	h@/b^n
habeas	h@/bi/^s
habeck	ha/bEk
habecker	h@/bE/kR
habeeb	h@/bib
habegger	h@/bI/gR
habel	h@/b^l
habenicht	h@/bI/nIkt
haber	he/bR
haberdashery	h@/bR/d@/sR/i
haberer	h@/bR/R
haberkorn	h@/bR/kRn
haberl	h@/bRl
haberland	h@/bR/l^nd
haberle	h@/bR/^l
haberman	he/bR/m^n
habermann	he/bR/m^n
habermehl	h@/bR/m^l
haberson	he/bR/sIn
haberson	(1)	/h@/bR/sIn
haberstroh	ha/bEr/stro
habib	h^/bib
habibi	h^/bi/bi
habibie	h^/bi/bi
habich	h@/bIk
habicht	h@/bIkt
habig	h@/bIg
habiger	h@/bI/gR
habit	h@/bIt
habitable	h@/b^/t^/b^l
habitat	h@/b^/t@t
habitat's	h@/b^/t@ts
habitation	h@/b^/te/s^n
habitats	h@/b^/t@ts
habits	h@/bIts
habitual	h^/bI/Cu/^l
habitually	h^/bI/Cu/^/li
habitually	(1)	/h^/bI/Cu/li
habitues	h@/bI/Cuz
hable	he/b^l
habs	h@bz
habsburg	h@ps/bRg
haby	he/bi
habyarimana	h@/bya/ri/ma/na
hach	h@C
hachette	h^/sEt
hachey	h@/Ci
hachtel	h@k/t^l
hacienda	h@/si/En/d^
hack	h@k
hackathon	h@/k^/tcn
hackathorn	h@/k^/tRn
hackbart	h@k/bart
hackbarth	h@k/bart
hackberry	h@k/bE/ri
hacke	h@k
hacked	h@kt
hackel	h@/k^l
hackenberg	h@/k^n/bRg
hackensack	h@/k^n/s@k
hacker	h@/kR
hacker's	h@/kRz
hackers	h@/kRz
hackert	h@/kRt
hackett	h@/kIt
hackford	h@k/fRd
hacking	h@/kIn
hackl	h@/k^l
hackle	h@/k^l
hackleman	h@/k^l/m^n
hackler	h@/k^/lR
hackler	(1)	/h@/klR
hackles	h@/k^lz
hackley	h@/kli
hackman	h@k/m@n
hackman	(1)	/h@k/m^n
hackmann	h@k/m^n
hackmatack	h@k/m^/t@k
hackney	h@k/ni
hackneyed	h@k/nid
hacks	h@ks
hacksaw	h@k/sc
hackstaff	h@k/st@f
hackworth	h@/kwRt
had	h@d
hada	ha/d^
hadad	h@/d^d
hadaway	ha/d^/we
hadd	h@d
haddad	h@/d^d
haddan	h@/d^n
haddaway	h@/d^/we
hadden	h@/d^n
haddock	h@/d^k
haddon	h@/d^n
haddonfield	h@/d^n/fild
haddow	h@/do
hade	hed
haden	he/d^n
hader	he/dR
hades	he/diz
hadfield	h@d/fild
hadid	ha/did
hadleigh	h@d/l^
hadler	he/d^/lR
hadler	(1)	/hed/lR
hadley	h@d/li
hadline	h@d/lYn
hadlock	h@d/l^k
hadn't	h@/dxnt
hadn't	h@/dxnt
hadnot	h@d/n^t
hadoya	h^/dO/^
hadria	h@/dri/^
hadrian	h@/dri/^n
hadrian	(1)	/he/dri/^n
hadrian's	he/dri/^nz
hadron	h@/drcn
hadsall	h@d/s^l
hadsell	h@d/s^l
hadson	h@d/s^n
hadwin	h@/dwIn
haeberle	hE/bR/^l
haecker	hE/kR
haefele	hE/f^l
haeffner	hEf/nR
haefner	hEf/nR
haegele	hE/g^l
haeger	hE/gR
haen	hin
haenel	hE/n^l
haering	ha/R/In
haertel	hEr/t^l
haese	his
haessly	h@/sli
haeussler	hW/slR
hafele	h@/f^l
hafeman	hef/m^n
hafen	h@/f^n
hafer	he/fR
hafey	he/fi
hafez	ha/fEz
haff	h@f
haffey	h@/fi
haffez	ha/fEz
haffner	h@f/nR
hafford	h@/fRd
hafif	ha/fif
hafif's	ha/fifs
hafley	h@/fli
hafner	h@f/nR
hafnia	h@f/ni/^
hafnium	h@f/ni/^m
haft	h@ft
haft's	h@fts
haft's	(1)	/h@fs
hafta	h@f/t^
hafts	h@fts
hafts	(1)	/h@fs
hafts'	h@fts
hafts'	(1)	/h@fs
hag	h@g
haga	ha/g^
hagadorn	h@/g^/dcrn
hagaman	h@/g^/m^n
hagan	he/g^n
hagans	he/g^nz
hagar	he/gar
hagar	(1)	/he/gR
hagarty	h@/gar/ti
hagberg	h@g/bRg
hage	heg
hagedorn	h@/gI/dRn
hagee	h@/gi
hagel	h@/g^l
hagelin	h@/gI/lIn
hageman	heg/m^n
hagemann	heg/m^n
hagemeier	h@/gI/mY/R
hagemeister	h@/gI/mY/stR
hagemeyer	h@/gI/mY/R
hagen	he/g^n
hagenbuch	h@/gIn/b^k
hagenlocker	he/g^n/la/kR
hagenow	h@/gI/no
hagens	he/g^nz
hager	he/gR
hagerman	he/gR/m^n
hagerstown	he/gRz/tWn
hagerty	h@/gR/ti
hagewood	heg/wUd
hagey	h@/gi
hagfish	h@g/fIs
hagg	h@g
haggadah	h^/g^/d^
haggan	h@/g^n
haggar	h@/gR
haggard	h@/gRd
haggart	h@/gRt
haggarty	h@/gar/ti
hagge	h@g
haggerty	h@/gR/ti
haggett	h@/gIt
haggins	h@/gInz
haggle	h@/g^l
haggled	h@/g^ld
haggling	h@/g^/lIn
haggling	(1)	/h@/glIn
hagglund	h@/gl^nd
haggstrom	h@g/str^m
hagin	h@/gIn
hagin	(1)	/h@/gIn
hagins	h@/gInz
hagins	(1)	/h@/gInz
hagiography	h@/gi/a/gr^/fi
hagiwara	ha/gI/wa/r^
hagle	he/g^l
hagler	h@/glR
hagley	h@/gli
haglund	h@/gl^nd
hagman	h@g/m^n
hagmann	h@g/m^n
hagner	h@g/nR
hagood	h@/gUd
hagopian	h^/go/pi/^n
hagstrom	h@g/str^m
hague	heg
hagwood	h@g/wUd
hagy	he/gi
hah	ha
hahl	hal
hahm	h@m
hahn	han
hahne	hen
hahner	ha/nR
hahs	has
haid	hed
haida	hY/d^
haidee	he/di
haider	he/dR
haidet	he/dIt
haifa	hY/f^
haifong	hY/fcn
haig	heg
haig's	hegz
haigh	he
haight	het
haigler	he/glR
haik	hek
haiku	hY/ku
haikus	hY/kuz
hail	hel
hailand	he/l^nd
haile	hel
haile	(1)	/hY/li
hailed	held
hailes	helz
hailes	(1)	/hY/liz
hailey	he/li
hailing	he/lIn
hails	helz
hailstone	hel/ston
hailstones	hel/stonz
hailstorm	hel/stcrm
haim	hYm
haim	(1)	/hem
haimes	hemz
haimovitch	he/m^/vIC
haimovitz	he/m^/vIts
haimowitz	hY/m^/wIts
hain	hen
hainan	he/n^n
hainer	he/nR
haines	henz
hainey	he/ni
hainley	hen/li
hainline	hen/lYn
hains	henz
hainsworth	hen/swRt
hair	her
hair's	herz
haircut	her/k^t
haircuts	hEr/k^ts
hairdo	her/du
hairdos	hEr/duz
hairdresser	hEr/drE/sR
hairdressers	hEr/drE/sRz
hairdressing	hEr/drE/sIn
haire	hEr
haired	herd
hairfield	hEr/fild
hairgrove	hYr/gr^v
hairiness	hE/ri/n^s
hairless	hEr/l^s
hairline	hEr/lYn
hairr	hEr
hairs	herz
hairspray	hEr/spre
hairston	hYr/st^n
hairstyle	hEr/stYl
hairy	he/ri
haisley	hez/li
haislip	hY/slIp
haist	ha/Ist
hait	het
haith	het
haithcock	het/kak
haiti	he/ti
haiti's	he/tiz
haitian	he/s^n
haitians	he/s^nz
haitien	he/s^n
haitiens	he/s^nz
haitis	he/tiz
haizlip	hez/lIp
hajdu	hay/du
hajduk	hY/d^k
hajek	hY/Ek
hajime	ha/gi/mi
hajj	h@g
hajjar	ha/yar
hakala	h^/ka/l^
hakan	he/k^n
hakan	(1)	/ha/k^n
hakanson	h@/k^n/s^n
hake	hek
hakeem	ha/kim
hakeem's	ha/kimz
hakes	heks
hakim	ha/kim
hakim	(1)	/a/kim
hakim's	ha/kimz
hakim's	(1)	/a/kimz
hakki	h@/ki
hakko	h@/ko
hakon	h@/k^n
hakuhodo	ha/ku/ho/do
hal	h@l
hal's	h@lz
halama	ha/la/m^
halamandaris	h@/l^/m@n/dR/Is
halas	ha/l^z
halasz	ha/l^s
halbach	h@l/bak
halberg	h@l/bRg
halberstadt	h@l/bR/st@t
halberstam	h@l/bR/st@m
halbert	h@l/bRt
halbig	h@l/bIg
halbrook	h@l/brUk
halbrooks	h@l/brUks
halbur	h@l/bR
halbutogullari	h@l/bu/to/gu/la/ri
halcion	h@l/si/^n
halcion's	h@l/si/^nz
halcomb	h@l/k^m
halcyon	h@l/si/^n
halcyone	h@l/si/on
hald	hcld
haldan	h@l/d^n
haldana	h^l/d@/n^
haldeman	hald/m^n
haldeman	(1)	/hal/d^/m^n
haldeman's	hald/m^nz
haldeman's	(1)	/hal/d^/m^nz
halden	hcl/d^n
halder	hcl/dR
halderman	hcl/dR/m^n
hale	hel
hale's	helz
halebopp	hYl/bcp
halen	he/lEn
hales	helz
halevi	h^/le/vi
halevi	(1)	/h^/li/vi
haley	he/li
haley's	he/liz
half	h@f
half's	h@fs
half-baked	h@f/bekt
half-cock	h@f/kak
half-cocked	h@f/kakt
half-dozen	h@f/d^/z^n
half-hearted	h@f/har/tId
half-hour	h@f/WR
half-time	h@f/tYm
halfacre	h@/fe/kR
halfback	h@f/b@k
halfbacks	h@f/b@ks
halfdan	h@lf/d^n
halferty	h@/fR/ti
halfhearted	h@f/har/tId
halfhill	h@f/hIl
halfman	h@f/m^n
halfmann	h@f/m^n
halford	h@/fRd
halfrida	h@/frI/d^
halftime	h@f/tYm
halftimes	h@f/tYmz
halftone	h@f/ton
halftones	h@f/tonz
halfway	h@f/we
halfwit	h@f/wIt
halfwits	h@f/wIts
halgren	h@l/grEn
haliburton	h@/lI/bR/t^n
halibut	h@/l^/b^t
halide	h@/lYd
halifa	h^/li/f^
halifax	h@/lI/f@ks
halik	h@/lIk
halima	h^/li/m^
halimeda	ha/li/me/d^
halite	h@/lYt
halko	h@l/ko
hall	hcl
hall's	hclz
halla	h@/l^
halladay	h@/l^/de
hallahan	h@/l^/h@n
hallam	h@/l^m
hallanan	h@/l^/n^n
hallandale	h@/l^n/del
hallas	h@/l^z
hallauer	h@l/WR
hallbauer	hcl/bWr
hallberg	hcl/bRg
halle	h@l
halle	(1)	/h@/li
halleck	h@/lIk
hallelujah	h@/lx/lu/yx
hallen	hc/l^n
hallenbeck	hc/l^n/bEk
haller	hc/lR
halleran	h@/lR/@n
hallet	h@/lIt
hallett	h@/lIt
halley	h@/li
halley	(1)	/he/li
hallford	h@l/fRd
hallgarten	hcl/gar/t^n
hallgren	h@l/grEn
halliburton	h@/lI/bR/t^n
halliburton's	h@/lI/bR/t^nz
halliciforn	h^/lI/sI/fcrn
halliday	h@/lI/de
hallie	hc/li
halligan	h@/lI/g^n
hallin	h@/lIn
hallinan	h@/lI/n^n
halling	hc/lIn
hallingby	hc/lIn/bi
hallisey	h@/lI/si
hallman	hcl/m^n
hallmark	hal/mark
hallmark's	hcl/marks
hallmarks	hcl/marks
hallock	h@/l^k
halloran	h@/lR/^n
hallow	h@/lo
halloway	h@/lo/we
hallowe'en	h@/l^/win
hallowed	h@/lod
halloween	h@/lx/win
hallowell	h@/l^/wEl
hallows	h@/loz
hallquist	h@l/kwIst
halls	hclz
hallstrom	h@l/str^m
hallucinate	h^/lu/s^/net
hallucinated	h^/lu/s^/ne/tId
hallucinates	h^/lu/s^/nets
hallucinating	h^/lu/s^/ne/tIn
hallucinating	(1)	/h^/lu/sI/ne/tIn
hallucination	h^/lu/s^/ne/s^n
hallucinations	h^/lu/s^/ne/s^nz
hallucinatory	h^/lu/s^/n^/tc/ri
hallucinogenic	h^/lu/s^/n^/gE/nIk
hallum	h@/l^m
hallums	h@/l^mz
hallward	hcl/wRd
hallway	hcl/we
hallways	hcl/wez
hallwood	hcl/wUd
hally	h@/li
halm	ham
halmi	hcl/mi
halmos	hcl/mos
halmstad	halm/st@d
halo	he/lo
halogen	h@/l^/g^n
halogenate	h@/l^/g^/net
halogenated	h@/l^/g^/ne/tId
halon	he/lan
halophytic	h@/l^/fI/tIk
halos	he/loz
halper	h@l/pR
halperin	h@l/pR/In
halperin	(1)	/h@l/prIn
halpern	h@l/pRn
halperstant	h@l/pR/st^nt
halpert	h@l/pRt
halpin	h@l/pIn
halprin	h@l/prIn
halsell	h@l/s^l
halseth	h@l/sIt
halsey	h@l/si
halstead	h@l/stEd
halsted	h@l/stId
halston	hcl/st^n
halston's	hcl/st^nz
halt	hclt
halted	hcl/t^d
halted	(1)	/hcl/tId
halteman	helt/m^n
halter	hcl/tR
halter's	hcl/tRz
halterman	hcl/tR/m^n
halters	hcl/tRz
halting	hcl/tIn
haltingly	hcl/tIn/li
haltiwanger	h@l/tI/w^/nR
haltom	h@l/t^m
halton	h@l/t^n
halts	hclts
haluska	h^/l^/sk^
halve	h@v
halved	h@vd
halverson	h@l/vR/s^n
halves	h@vz
halving	h@/vIn
halvorsen	h@l/vcr/s^n
halvorson	h@l/vR/s^n
ham	h@m
hama	ha/m^
hamacher	h@/m^/kR
hamad	h@/m^d
hamada	ha/ma/d^
hamadei	h@/m^/de
hamadi	h^/ma/di
hamaker	ha/me/kR
hamal	he/m^l
hamamoto	ha/ma/mo/to
haman	he/m^n
hamanaka	h^/m^/na/k^
hamann	ha/m^n
hamar	h^/mar
hamas	ha/mas
hamas'	ha/mas
hamasaki	ha/ma/sa/ki
hambelton	h^m/bEl/t^n
hamberg	h@m/bRg
hamberger	h@m/bR/gR
hamblen	h@m/b^/l^n
hamblet	h@m/blIt
hambleton	h@m/b^l/tan
hambley	h@m/bli
hamblin	h@m/blIn
hambly	h@m/bli
hambrecht	h@m/brEkt
hambrick	h@m/brIk
hambright	h@m/brYt
hambro	h@m/bro
hambros	h@m/bros
hamburg	h@m/bRg
hamburger	h@m/bR/gR
hamburgers	h@m/bR/gRz
hamby	h@m/bi
hamdan	h@m/d^n
hamdoon	h@m/dun
hamdun	h@m/d^n
hamed	h@md
hameister	h@/mY/stR
hamel	h@/m^l
hamelin	h@/m^/lIn
hamelin	(1)	/h@m/lIn
hamer	h@/mR
hames	hemz
hamid	h^/mid
hamiel	h@/mil
hamil	h@/m^l
hamill	h@/m^l
hamilton	h@/m^l/t^n
hamilton's	h@/m^l/t^nz
hamiltons	h@/m^l/t^nz
hamish	h@/mIs
hamiter	h@/mY/tR
hamitic	h@/mI/tIk
hamler	h@/m^/lR
hamler	(1)	/h@m/lR
hamlet	h@m/l^t
hamlet	(1)	/h@m/lIt
hamlets	h@m/l^ts
hamlett	h@m/lIt
hamley	h@m/li
hamley's	h@m/liz
hamlin	h@m/lIn
hamling	h@m/lIn
hamlisch	h@m/lIs
hamlisch's	h@m/lI/s^z
hamm	h@m
hammac	h@/m^k
hammacher	h@/ma/kR
hammack	h@/m^k
hammaker	h@/me/kR
hamman	h@/m^n
hammann	h@/m^n
hammar	h@/mR
hammas	h^/mas
hammas'	h^/mas
hammas's	h^/ma/sIs
hamme	h@m
hammel	h@/m^l
hammell	h@/m^l
hammen	h@/m^n
hammer	h@/mR
hammer's	h@/mRz
hammered	h@/mRd
hammering	h@/mR/In
hammerle	h@/mR/^l
hammerlock	h@/mR/lak
hammerman	h@/mR/m^n
hammermeister	h@/mR/mY/stR
hammermill	h@/mR/mIl
hammers	h@/mRz
hammerschmidt	h@/mR/smIt
hammersley	h@/mR/sli
hammersmith	h@/mR/smIt
hammerson	h@/mR/s^n
hammerstein	h@/mR/stin
hammerstein	(1)	/h@/mR/stYn
hammerstein's	h@/mR/stinz
hammerstein's	(1)	/h@/mR/stYnz
hammerstrom	h@/mR/str^m
hammes	h@mz
hammett	h@/mIt
hammill	h@/m^l
hammitt	h@/mIt
hammock	h@/mxk
hammocks	h@/m^ks
hammon	h@/m^n
hammond	h@/m^nd
hammonds	h@/m^ndz
hammons	h@/m^nz
hammontree	h@/m^n/tri
hamner	h@m/nR
hamon	h@/m^n
hamor	h@/mR
hamp	h@mp
hampe	h@mp
hampel	h@m/p^l
hamper	h@m/pR
hampered	h@m/pRd
hampering	h@m/pR/In
hampers	h@m/pRz
hample	h@m/p^l
hampshire	h@mp/sR
hampshire	(1)	/h@m/sR
hampshire	(2)	/h@mp/sY/R
hampshire	(3)	/h@m/sY/R
hampshire's	h@mp/sRz
hampshire's	(1)	/h@m/sRz
hampshire's	(2)	/h@mp/sY/Rz
hampshire's	(3)	/h@m/sY/Rz
hampshirites	h@mp/sR/Yts
hampson	h@mp/s^n
hampstead	h@mp/stEd
hampton	h@mp/t^n
hampton's	h@mp/t^nz
hamptons	h@mp/t^nz
hamptonshire	h@mp/t^n/sR
hamptonshire's	h@mp/t^n/sRz
hamre	h@/mR
hamric	h@m/rIk
hamrick	h@m/rIk
hamrock	h@m/rak
hams	h@mz
hamsher	h@m/sR
hamson	h@m/s^n
hamsphire	h@m/sfYr
hamster	h@m/stR
hamsters	h@m/stRz
hamstra	h@m/str^
hamstring	h@m/strIn
hamstrings	h@m/strInz
hamstrung	h@m/str^n
hamtramck	h@m/tr@/mIk
han	han
han	(1)	/h@n
han's	hanz
han's	(1)	/h@nz
hana	h@/n^
hanafin	h@/n^/fIn
hanagan	ha/na/gan
hanahan	h@/n^/h@n
hanak	ha/n^k
hanan	he/n^n
hanas	h@/n^z
hanauer	h@n/WR
hanawalt	h@/n^/wclt
hanaway	h@/n^/we
hanback	h@n/b@k
hanberry	h@n/bE/ri
hanbo	h@n/bo
hanbury	h@n/bE/ri
hanby	h@n/bi
hance	h@ns
hancher	h@n/CR
hanchett	h@n/CIt
hanchey	h@n/Ci
hancock	h@n/kak
hancock's	h@n/kaks
hancox	h@n/kaks
hand	h@nd
hand's	h@ndz
hand-held	h@nd/hEld
handa	h@n/d^
handbag	h@nd/b@g
handbags	h@nd/b@gz
handball	h@nd/bcl
handballs	h@nd/bclz
handbill	h@nd/bIl
handbills	h@nd/bIlz
handbook	h@nd/bUk
handbooks	h@nd/bUks
handclasp	h@nd/kl@sp
handcraft	h@nd/kr@ft
handcrafted	h@nd/kr@f/tId
handcrafts	h@nd/kr@fts
handcuff	h@nd/k^f
handcuffed	h@nd/k^ft
handcuffing	h@nd/k^/fIn
handcuffs	h@nd/k^fs
handed	h@n/dId
handed	h@n/dId
handedly	h@n/dId/li
handedness	h@n/d^d/n^s
handel	h@n/d^l
handel's	h@n/d^lz
handeland	h@n/dI/l^nd
handelman	h@n/d^l/m^n
handels	h@n/d^lz
handelsbank	h@n/d^lz/b@nk
handelsbanken	h@n/d^ls/b@n/k^n
handelsman	h@n/dIl/sm^n
hander	h@n/dR
handers	h@n/dRz
handford	h@nd/fRd
handful	h@nd/fUl
handfuls	h@nd/fUlz
handgun	h@nd/g^n
handguns	h@nd/g^nz
handheld	h@nd/hEld
handhold	h@nd/hold
handholding	h@nd/hol/dIn
handicap	h@n/di/k@p
handicapped	h@n/di/k@pt
handicapper	h@n/di/k@/pR
handicappers	h@n/di/k@/pRz
handicapping	h@n/di/k@/pIn
handicaps	h@n/di/k@ps
handicraft	h@n/di/kr@ft
handicrafts	h@n/di/kr@fts
handier	h@n/di/R
handiest	h@n/di/^st
handily	h@n/d^/li
handing	h@n/dIn
handiwork	h@n/di/wRk
handke	h@nd/ki
handkerchief	h@n/kR/CIf
handkerchief	(1)	/h@n/kR/Cif
handkerchiefs	h@G/kR/CIfs
handkerchiefs	h@G/kR/CIfs
handle	h@n/dxl
handlebar	h@n/d^l/bar
handlebars	h@n/dxl/barz
handled	h@n/dxld
handler	h@nd/lR
handler	(1)	/h@n/d^/lR
handlers	h@nd/lRz
handlers	(1)	/h@n/d^/lRz
handles	h@n/d^lz
handley	h@nd/li
handlin	h@nd/lIn
handling	h@nd/lIn
handling	(1)	/h@n/d^/lIn
handlon	h@nd/l^n
handloom	h@nd/lum
handlooms	h@nd/lumz
handly	h@nd/li
handmade	h@nd/med
handmade	(1)	/h@n/med
handout	h@n/dWt
handouts	h@n/dWts
handover	h@n/do/vR
handpick	h@nd/pIk
handpicked	h@nd/pIkt
handrail	h@n/drel
handrails	h@n/drelz
handrich	h@n/drIk
handros	h@n/dros
hands	h@ndz
hands	h@ndz
hands-on	h@n/zcn
handsaw	h@nd/sc
handsaws	h@nd/scz
handset	h@nd/sEt
handsets	h@nd/sEts
handshake	h@nd/sek
handshakes	h@nd/seks
handshaking	h@nd/se/kIn
handsome	h@n/sxm
handsomely	h@n/s^m/li
handstand	h@nd/st@nd
handstands	h@nd/st@ndz
handwerk	h@n/dwRk
handwerker	h@n/dwR/kR
handwoven	h@n/dwo/v^n
handwoven	(1)	/h@n/wo/v^n
handwriting	h@n/drY/tIn
handwritten	h@n/drI/t^n
handy	h@n/di
handyman	h@n/di/m@n
handymen	h@n/di/mEn
hane	hen
haneda	h^/ne/d^
hanel	h@/n^l
haneline	h@/nI/lYn
hanemann	hen/m^n
haner	he/nR
hanes	henz
haney	he/ni
hanf	h@nf
hanford	h@n/fRd
hanft	h@nft
hang	h@G
hangar	h@/nR
hangars	h@/nRz
hangartner	h@n/gart/nR
hanged	h@nd
hangen	h@/n^n
hanger	h@/GR
hangers	h@G/Rz
hangin'	h@n/gIn
hanging	h@G/IG
hanging	h@G/IG
hangings	h@n/gInz
hangman	h@n/m^n
hangout	h@/nWt
hangouts	h@/nWts
hangover	h@/no/vR
hangovers	h@/no/vRz
hangs	h@Gz
hangsang	h@n/s@n
hangsang's	h@n/s@nz
hangul	h@n/gUl
hangup	h@n/g^p
hangups	h@n/g^ps
hani	h@/ni
hani's	h@/niz
hanifen	h@/nI/f^n
hanifin	h@/nI/fIn
hanigan	h@/nI/g^n
haning	he/nIn
hanisch	h@/nIs
hanisee	h@/nI/si
hanish	h@/nIs
hanjin	h@n/gIn
hank	h@nk
hank's	h@nks
hanke	h@nk
hankel	h@n/k^l
hanken	h@n/k^n
hanker	h@n/kR
hankering	h@n/kR/In
hankerson	h@n/kR/s^n
hankes	h@nks
hankey	h@n/ki
hankin	h@n/kIn
hankins	h@n/kInz
hankinson	h@n/kIn/s^n
hankla	h@n/kl^
hanko	h@n/ko
hanks	h@nks
hanky	h@n/ki
hanley	h@n/li
hanley's	h@n/liz
hanlin	h@n/lIn
hanlon	h@n/l^n
hanly	h@n/li
hanmer	h@n/mR
hann	h@n
hanna	h@/n^
hanna's	h@/n^z
hannaford	h@/n^/fRd
hannagan	h@/n^/g@n
hannah	h@/nx
hannahs	h@/n^z
hannam	h@/n^m
hannaman	h@/n^/m^n
hannan	h@/n^n
hannay	h@/ne
hanneken	h@/nI/k^n
hanneman	h@n/m^n
hannemann	h@n/m^n
hannen	h@/n^n
hanner	h@/nR
hanners	h@/nRz
hannes	h@nz
hannesson	h@/n^/s^n
hanney	h@/ni
hanni	h@/ni
hannibal	h@/nI/b^l
hannie	h@/ni
hannifin	h@/nI/fIn
hannig	h@/nIg
hannigan	h@/nI/g^n
hanning	h@/nIn
hannis	h@/nIs
hannity	h@/nI/ti
hannoch	h@/n^k
hannold	h@/nold
hannon	h@/n^n
hannula	h@/nu/l^
hannum	h@/n^m
hanny	h@/ni
hano	ha/no
hanoi	h@/nO
hanoi's	h^/nOz
hanold	h@/nold
hanover	h@/no/vR
hanover's	h@/no/vRz
hanoverian	h@/no/vI/ri/^n
hanrahan	h@n/r^/h@n
hanratty	h@n/r^/ti
hans	hans
hans	(1)	/h@nz
hansa	h@n/s^
hansard	h@n/sRd
hansberger	h@ns/bR/gR
hansberry	h@ns/bE/ri
hansbrough	h@ns/brW
hansbury	h@ns/bE/ri
hansche	h@n/si
hanscom	h@n/sk^m
hanseatic	h@n/si/@/tIk
hansel	h@n/s^l
hansell	h@n/s^l
hanselman	h@n/s^l/m^n
hansen	h@n/s^n
hansen's	h@n/s^nz
hanser	han/sR
hansford	h@n/sfRd
hanshaw	h@n/sc
hanshew	h@n/su
hanshin	h@n/sIn
hansley	h@n/sli
hansma	h@n/sm^
hansman	h@n/sm^n
hansmann	h@n/sm^n
hansom	h@n/s^m
hanson	h@n/s^n
hanson's	h@n/s^nz
hanssen	h@n/s^n
hansson	h@n/s^n
hanta	h@n/t^
hanta	(1)	/han/t^
hantavirus	h@n/t^/vY/r^s
hanten	h@n/t^n
hanthorn	h@n/tRn
hantman	h@nt/m^n
hantz	h@nts
hanukkah	ha/n^/k^
hanukkah's	ha/n^/k^z
hanukkahs	ha/n^/k^z
hanus	he/nIs
hanvey	h@n/vi
hanwa	h@n/w^
hanwa's	h@n/w^z
hanway	h@n/we
hany	he/ni
hany's	he/niz
hanzel	h@n/z^l
hanzlik	h@nz/lIk
hao	hW
hao-chi	hW/Ci
hap	h@p
hapag	he/p@g
hapeman	hep/m^n
hapgood	h@p/gUd
haphazard	h@p/h@/zRd
haphazardly	h@/f^/zRd/li
haphazardly	(1)	/h@p/h@/zRd/li
hapke	hep/ki
hapless	h@/pl^s
haploid	h@/plOd
hapner	h@p/nR
hapoalim	h^/po/^/lim
