D^blaks : D^blaks ;aword 
bxkczSih@dedclanhRw^nkrIbmxSin@ndhifElt : bxkczSi ;aword h@dedclanhRw^nkrIbmxSi ;aword n@nd ;aword hifElt ;aword 
@ndY@kwIEst : @nd ;aword Y@kwIEst ;aword 
DIsw^nw^zonlienYntinYn : DIs ;aword w^nw^zonli ;aword e ;aword nYntinYn ;aword 
YnoItw^zstIlYTIGkItsD^prInsIpxl^vD^TIG : YnoItw^zstIl ;aword YTIGk ;aword Its ;aword D^prInsIpxl^vD^ ;aword TIG ;aword 
@ndEvribadih@zDEmsorixliSid^zxnt : @nd ;aword Evribadi ;aword h@z ;aword DEm ;aword so ;aword rixli ;aword Sid^zxnt ;aword 
@thomd^zSi@skfcrhElp : @thom ;aword d^zSi@sk ;aword fcrhElp ;aword 
IfwiarwRkIGtxgEDRYs^mtYmzvalxntirItfcr : If ;aword wi ;aword arwRkIG ;aword txgEDR ;aword Ys^mtYmzvalxntirItfcr ;aword 
Siw^zmork^mfRtxbxlInD^CerD@nanD^flor : Si ;aword w^zmork^mfRtxbxlInD^CerD@nanD^flor ;aword 
d^zSiprIfRtupleInespIsIfIkerixr@DRD@nr^nxrWnd : d^zSi ;aword prIfR ;aword tu ;aword pleInespIsIfIk ;aword e ;aword ri ;aword xr@DRD@nr^nxrWnd ;aword 
yEs : yEs ;aword 
Sid^zh@veplekcrnR : Sid^z ;aword h@veplekcrnR ;aword 
@ndSid^zxntr^nlusSizvErik@tIgcrIkxlxbWthRtOz : @nd ;aword Sid^z ;aword xntr^nlus ;aword Siz ;aword vEri ;aword k@tIgcrIkxlxbWthRtOz ;aword 
Sid^zxnth@vEniTIGlYkD@t@thomd^zSi : Sid^zxnt ;aword h@vEni ;aword TIG ;aword lYkD@t ;aword @thom ;aword d^zSi ;aword 
no : no ;aword 
Sih@zesmcltebxlwIDefrist@ndIGCer : Si ;aword h@z ;aword e ;aword smcltebxlwID ;aword e ;aword frist ;aword @n ;aword dIGCer ;aword 
@ndD@tswerSiplezSiplezInD@tkcrnR : @nd ;aword D@ts ;aword werSiplez ;aword Si ;aword plezInD@tkcrnR ;aword 
onoD@tsInD^kICIn@kCuxli : o ;aword no ;aword D@ts ;aword In ;aword D^kICIn ;aword @kCuxli ;aword 
Sid^zs^mwRkDer : Sid^zs^mwRkDer ;aword 
Sih@zest@ndIG^ptebxlInD^pleerix : Si ;aword h@z ;aword e ;aword st@ndIG^pt ;aword e ;aword bxlInD^ple ;aword e ;aword rix ;aword 
@ndwiklindIt^p@ndItsSih@z : @nd ;aword wiklind ;aword It ;aword ^p@nd ;aword Its ;aword Si ;aword h@z ;aword 
wIDhRlItxllItxlpipxl : wIDhR ;aword lItxl ;aword lItxl ;aword pipxl ;aword 
D@tsIntxrEstIGbxkczSiw^zvEriInhRple : D@ts ;aword Int ;aword xrEstIG ;aword bxkczSi ;aword w^zvEri ;aword InhRple ;aword 
Siw^ntIdtubiDer : Si ;aword w^ntId ;aword tu ;aword biDer ;aword 
yuhRtuklYmb@kIntuD^CerbYhRsElf@ndSi : yu ;aword hRtuklYmb@k ;aword In ;aword tu ;aword D^CerbYhRsElf ;aword @nd ;aword Si ;aword 
d^zSiduEniklYmIGxrWndTIGz : d^zSi ;aword duEniklYmIGxrWnd ;aword TIGz ;aword 
oyEsSizSikepxbxl^vklYmIGIn@ndWt^vwEl : o ;aword yEs ;aword Siz ;aword Si ;aword kepxbxl^vklYmIG ;aword In ;aword @ndWt^v ;aword wEl ;aword 
@ndwih@dtudIsm@ntxlIt@ndpUthRIneyuTbEd : @nd ;aword wi ;aword h@d ;aword tu ;aword dIsm@ntxl ;aword It ;aword @nd ;aword pUt ;aword hRIn ;aword e ;aword yuTbEd ;aword 
Sih@znatbInkxntenxbxlw^nsSiw^ntstugEtWt^vs^mTIG : Si ;aword h@z ;aword natbInkxntenxbxlw^ns ;aword Si ;aword w^ntstugEtWt^v ;aword s^mTIG ;aword 
crIntuIt : cr ;aword In ;aword tu ;aword It ;aword 
SizSilklYmIntuhRplepEnIfItssEt^pfcr : Siz ;aword SilklYm ;aword In ;aword tuhR ;aword plepEn ;aword If ;aword Its ;aword sEt^pfcr ;aword 
@ndSizvErikepxbxl^vklYmIG : @nd ;aword Siz ;aword vEri ;aword kepxbxl^vklYmIG ;aword 
dIsk^SIn^vgelznalIJ^v : dIsk^S ;aword In ;aword ^vgelznalIJ^v ;aword 
w^t@nImxlzse : w^t@nImxlzse ;aword 
SinozclD^@nImxlsWndz : Sinoz ;aword clD^@nImxlsWndz ;aword 
YfWndItr@DRborIGtugoyuno@skhRtuImot : YfWndItr@DRborIG ;aword tu ;aword go ;aword yu ;aword no@skhRtuImot ;aword 
yu@skthR@tw^npOnt : yu@skthR ;aword @tw^npOnt ;aword 
w^tkYnd^v@nImxlIzD@t : w^tkYnd^v@nImxl ;aword Iz ;aword D@t ;aword 
@nd^vkorsD^wRd@nImxlIzscrt^vkxmpErdwID : @nd ;aword ^vkorsD^wRd@nImxlIzscrt^vkxmpErd ;aword wID ;aword 
yEsbxkczwivbIntuD^zoxlaJIkxlmyuzixm@t : yEs ;aword bxkczwivbIn ;aword tu ;aword D^zoxlaJIkxlmyuzixm@t ;aword 
DIstYmyu@sktxbWtbO@ndgRl : DIstYmyu@sktxbWtbO@ndgRl ;aword 
l@sttYmSiw^zferlisYlIntxbWtD@tDIstYmyu : l@sttYm ;aword Si ;aword w^zferlisYl ;aword Int ;aword xbWtD@tDIstYm ;aword yu ;aword 
yEsYmgUd@ndYmegRl : yEs ;aword YmgUd@ndYmegRl ;aword 
so : so ;aword 
d^zSiwEnyuarWtSapIGfcrInstxnsD@tSi : d^zSi ;aword wEn ;aword yu ;aword arWtSapIGfcr ;aword In ;aword stxnsD@t ;aword Si ;aword 
oyEs : o ;aword yEs ;aword 
@ndInpIkCRzSik@nYdEntIfYfr^mdrEswICIzD^bO : @nd ;aword In ;aword pIkCRz ;aword Si ;aword k@n ;aword YdEnt ;aword If ;aword Yfr^mdrEswICIzD^bO ;aword 
SigoztueplegrupwIDprYmErxligRlzEksEptw^n : Si ;aword goztu ;aword e ;aword plegrup ;aword wID ;aword prYmErxligRlzEksEptw^n ;aword 
hizelItxlbO : hiz ;aword e ;aword lItxlbO ;aword 
tuItkxnotsD@thizclwezkrYIGb^thRfrEndz : tu ;aword Itkxnots ;aword D@t ;aword hiz ;aword clwezkrYIG ;aword b^t ;aword hRfrEndz ;aword 
b^twivbIntckIGxbWtbIgbOz@ndbIggRlzlItxl : b^t ;aword wivbIn ;aword tckIG ;aword xbWtbIgbOz ;aword @nd ;aword bIggRlz ;aword lItxl ;aword 
yuclsosEd : yu ;aword clsosEd ;aword 
w^tsyUrnem : w^tsyUrnem ;aword 
w^tshIznem : w^tshIznem ;aword 
d^zSi^ndRst@ndD^kansEpt^venemfcrs^mTIG : d^zSi^ndRst ;aword @nd ;aword D^kansEpt^venemfcr ;aword s^mTIG ;aword 
YdontTIGkSih@zD^kansEpt : Ydont ;aword TIGk ;aword Si ;aword h@z ;aword D^kansEpt ;aword 
Sih@znemzfcrclhRdclzb^twivnemdDEm@zDe : Si ;aword h@znemzfcrclhRdclz ;aword b^t ;aword wivnemd ;aword DEm ;aword @zDe ;aword 
clclhRdclz@ndmEni^vhR@nImxlzYdontno : clclhRdclz@ndmEni^vhR@nImxlz ;aword Ydontno ;aword 
b^tSid^z^ndRst@ndnemz^vpipxlSinozSinoz : b^tSi ;aword d^z^ndRst@ndnemz^v ;aword pipxl ;aword Sinoz ;aword Sinoz ;aword 
yu@skthR : yu@skthR ;aword 
hWoldaryu : hWoldaryu ;aword 
D@tserutinrYt : D@t ;aword serutin ;aword rYt ;aword 
boT^vDozTIGzYmsariD^nemYvbIntrYIGtu : boT^vDozTIGzYmsariD^n ;aword e ;aword mYvbIntrYIG ;aword tu ;aword 
mYnemIzgel : mYnemIzgel ;aword 
wEnSiz@skt@ndtu@skxn^DRlItxlfrEnd^vhRzIf : wEn ;aword Siz@skt@ndtu@skxn^DR ;aword lItxl ;aword frEnd^vhRz ;aword If ;aword 
w^tIzyUrnem : w^tIz ;aword yUrnem ;aword 
mYnemzgel : mYnemzgel ;aword 
@ndwivd^nDIsInD^kar@zekYnd^vEksRsYz@zwEl@z : @nd ;aword wivd^n ;aword DIs ;aword In ;aword D^kar@zekYnd^vEksRsYz@z ;aword wEl ;aword @z ;aword 
hWoldaryu : hWoldaryu ;aword 
@ndYdontTIGkSih@zgatxnD^ : @nd ;aword Ydont ;aword TIGk ;aword Si ;aword h@zgatxnD^ ;aword 
hWoldaryu : hWoldaryu ;aword 
bItIntuhRhEd@tcl : bIt ;aword In ;aword tuhR ;aword hEd@tcl ;aword 
DIsIzInkesSigEtslcst : DIs ;aword Iz ;aword In ;aword kesSigEtslcst ;aword 
yEs : yEs ;aword 
lEksIGtxn : lEksIGtxn ;aword 
YTIGk : YTIGk ;aword 
SinozD@twilIvInlEksIGtxnb^tYdontTIGkSirixli : Sinoz ;aword D@t ;aword wi ;aword lIv ;aword In ;aword lEksIGtxn ;aword b^t ;aword Ydont ;aword TIGk ;aword Si ;aword rixli ;aword 
SizstIlIntuD^p@tD^b^nibUkw^t^v : Siz ;aword stIl ;aword In ;aword tu ;aword D^p@tD^ ;aword b^ni ;aword bUkw^t^v ;aword 
wElSik@nrIsYtIfyu@skhRSinozcl^vpitR : wEl ;aword Si ;aword k@nrIsYt ;aword If ;aword yu@skhR ;aword Sinoz ;aword cl^vpitR ;aword 
Sinozcl^vmekwefcrd^klIGzSinozcl^vDIs : Sinoz ;aword cl^vmekwefcrd^klIGz ;aword Sinoz ;aword cl^vDIs ;aword 
wIDD^dclwIDclD^f^nipartsanItSiD@t : wID ;aword D^dclwIDclD^f^nipartsan ;aword It ;aword Si ;aword D@t ;aword 
wICw^nz^vDozskIlzduyufilSih@zD^tudu : wICw^nz^vDozskIlz ;aword du ;aword yu ;aword fil ;aword Si ;aword h@z ;aword D^tu ;aword du ;aword 
wElD^zIpRSinozhWtuzIpRhRsElf : wEl ;aword D^zIpR ;aword Sinoz ;aword hWtuzIpR ;aword hRsElf ;aword 
b^tyuh@dtuholdItdWnfcrhR : b^tyu ;aword h@d ;aword tuholdItdWnfcrhR ;aword 
wElD@tzIpRzwElSid^zxntgEtItstartId@nd : wEl ;aword D@t ;aword zIpRz ;aword wEl ;aword Sid^z ;aword xntgEt ;aword It ;aword startId ;aword @nd ;aword 
Itsfr^stretIG@ndD^b^txnIztuhRYTIGkSiz : Its ;aword fr^stretIG ;aword @nd ;aword D^b^txnIz ;aword tuhR ;aword YTIGk ;aword Siz ;aword 
YdontTIGkSizEvRb^txnd@ndD^SulesIz : Ydont ;aword TIGk ;aword Siz ;aword EvR ;aword b^t ;aword xnd@ndD^ ;aword Sules ;aword Iz ;aword 
wifulxrWndwIDlesIzb^tYh@vxnttcthRhWtutY : wi ;aword fulxrWndwIDles ;aword Iz ;aword b^t ;aword Yh@v ;aword xnttcthRhWtutY ;aword 
SizSizIntxrEstIdInwaCIGmitYhRSuz : Siz ;aword Siz ;aword Int ;aword xrEstId ;aword InwaCIGmitYhR ;aword Suz ;aword 
k@nSixntYhRSuz : k@n ;aword Si ;aword xntYhRSuz ;aword 
oyEs : o ;aword yEs ;aword 
^ntYzEvriw^nzSuz : ^ntYzEvriw^nz ;aword Suz ;aword 
yupOntIdWthIzherhIzh@thIzh@ndz : yupOntIdWthIzherhIzh@thIzh@ndz ;aword 
SizbInvEriIntxrEstIdInSitRndl@stwiktuhR : Siz ;aword bIn ;aword vEri ;aword Int ;aword xrEstId ;aword In ;aword Si ;aword tRndl@stwiktuhR ;aword 
Sih@zh@ndz : Si ;aword h@z ;aword h@ndz ;aword 
lItxlfIGgRzanDEm : lItxl ;aword fIGgRzan ;aword DEm ;aword 
@ndItlUktsokyut : @nd ;aword It ;aword lUktsokyut ;aword 
YrxmEmbRdIt@ndtxdeSimEnSxndD@thih@dh@ndz : YrxmEmbRd ;aword It ;aword @nd ;aword txdeSimEnSxnd ;aword D@t ;aword hi ;aword h@d ;aword h@ndz ;aword 
d^zhih@v : d^zhi ;aword h@v ;aword 
w^tElsSimEnSxndD^dIJItDerso : w^tElsSimEnSxndD^dIJItDer ;aword so ;aword 
yusEd : yusEd ;aword 
pUtyUrh@ndInD^dr@gxn@ndmekhImk^mxlYv : pUt ;aword yUrh@nd ;aword In ;aword D^dr@gxn ;aword @nd ;aword mekhImk^mxlYv ;aword 
duyuTIGkSi^ndRst@ndzD@t : du ;aword yu ;aword TIGk ;aword Si^ndRst@ndz ;aword D@t ;aword 
yEsbxkczwih@ver@bIt@thomD@tSiep^pIt : yEs ;aword bxkczwih@v ;aword e ;aword r@bIt ;aword @thom ;aword D@t ;aword Si ;aword e ;aword p^pIt ;aword 
SiEnJOzhImboTwezSilYkshImIn@nxmIt@ndSi : SiEnJOzhImboTwez ;aword Sil ;aword YkshIm ;aword In ;aword @nxm ;aword It ;aword @nd ;aword Si ;aword 
YnotIstD@twEnYw^zgoIGTrus^m^vD^ple : YnotIst ;aword D@t ;aword wEn ;aword Yw^zgoIGTrus^m^vD^ple ;aword 
wivbInduIGD@twIDhRdclzwIDhR : wivbIn ;aword duIG ;aword D@t ;aword wIDhRdclz ;aword wIDhR ;aword 
SirixliTIGksItshRTIG : Si ;aword rixli ;aword TIGk ;aword sItshR ;aword TIG ;aword 
ItIz : It ;aword Iz ;aword 
b^tmYh^zbxndk^mzhom@ndhIzvOsgozwe^p : b^t ;aword mYh^zbxndk^mzhom@ndhIzvOsgozwe^p ;aword 
@ndSilk^m@ndSizvErisIrixsxbWtIt@ndSi : @nd ;aword Sil ;aword k^m@nd ;aword Siz ;aword vEri ;aword sIrixsxbWt ;aword It ;aword @nd ;aword Si ;aword 
b^tSirixlibIlivzItb^tDEnEvrinW@ndDEn : b^tSi ;aword rixli ;aword bIlivzIt ;aword b^t ;aword DEn ;aword EvrinW ;aword @nd ;aword DEn ;aword 
Itw^zf^niSiw^ntIdtufidItCiz@ndtost@nd : It ;aword w^zf^ni ;aword Si ;aword w^ntId ;aword tu ;aword fidItCiz ;aword @nd ;aword tost@nd ;aword 
arDozhRfevxrItfudz : arDozhRfevxrItfudz ;aword 
SizbInstarvdfcrTridezEvRsInshRxt@k^v : Siz ;aword bIn ;aword starvdfcrTridez ;aword EvR ;aword sInshRxt@k^v ;aword 
@ndyEstRdew^zJ^stenYtmErfcrhR : @nd ;aword yEs ;aword tRdew^zJ^stenYtmErfcrhR ;aword 
SikEptgoIGtuD^rIfrIJxretR@ndseIG : Si ;aword kEptgoIG ;aword tu ;aword D^rIfrIJxretR ;aword @nd ;aword seIG ;aword 
wElhWxbWts^mpIkxlz : wEl ;aword hWxbWts^mpIkxlz ;aword 
cr : cr ;aword 
hWxbWtedonxt : hWxbWtedonxt ;aword 
@ndItw^zJ^stkIlIG : @nd ;aword Itw^z ;aword J^stkIlIG ;aword 
Itw^zsodIfIkxlt : Itw^z ;aword so ;aword dIfIkxlt ;aword 
@ndtxdew^zD^fRsttYmSizh@dbxn@nxz@ndwit : @nd ;aword txdew^zD^fRsttYmSiz ;aword h@d ;aword bxn@nxz ;aword @nd ;aword wit ;aword 
@ndSizJ^stsodIlYtIdD@tSih@dkr@kRz@ndCIkIn : @nd ;aword Siz ;aword J^stsodIlYtId ;aword D@t ;aword Si ;aword h@dkr@kRz@ndCIk ;aword In ;aword 
@ndSizJ^stSizl^vdxgEn : @nd ;aword Siz ;aword J^stSiz ;aword l^vdxgEn ;aword 
soSizgatSizgatTIGzD@tSiw^ntstuitanhR : so ;aword Sizgat ;aword Sizgat ;aword TIGz ;aword D@t ;aword Si ;aword w^ntstuitanhR ;aword 
Sidl^vtuits^mCiz : Sidl^v ;aword tuit ;aword s^mCiz ;aword 
Siznatg^nxh@vItfcrefyumordez : Siz ;aword natg^nxh@v ;aword It ;aword fcrefyumordez ;aword 
SiTctD^mitw^ztost : SiTctD^mitw^ztost ;aword 
Sinozw^tmitIz : Sinoz ;aword w^tmit ;aword Iz ;aword 
b^txperIntlitostprabxblixpilztuhRrYtnWe : b^txperIntlit ;aword o ;aword stprabxblixpilztuhRrYtnW ;aword e ;aword 
SirixliwUdlYkIt : Si ;aword rixli ;aword wUdlYk ;aword It ;aword 
soSizprabxbli : so ;aword Siz ;aword prabxbli ;aword 
SidIdelat^vtckIGxbWt@nImxlzDIstYm : Si ;aword dId ;aword elat ;aword ^vtckIGxbWt ;aword @nImxlz ;aword DIstYm ;aword 
morSisimdturEkxgnYz@nImxlzSidIdxntl@sttYmb^t : morSisimd ;aword tu ;aword rEkxgnYz ;aword @nImxlz ;aword Si ;aword dIdxnt ;aword l@sttYm ;aword b^t ;aword 
hWk^mSidIdxntrxmEmbRD^zibrx : hWk^mSi ;aword dId ;aword xntrxmEmbRD^zibrx ;aword 
d^zSirixlinoD^zibrxcr : d^zSi ;aword rixli ;aword no ;aword D^zibrx ;aword cr ;aword 
yEs : yEs ;aword 
Sid^z : Sid^z ;aword 
wivbInclsolUkIGInpEtstorz@tD^fIS : wivbIn ;aword clsolUkIGInpEtstorz@tD^ ;aword fIS ;aword 
Sirixlinozw^tItIz : Si ;aword rixli ;aword nozw^tIt ;aword Iz ;aword 
ItdIdxntk^mizxlituhR : It ;aword dIdxnt ;aword k^mizxli ;aword tuhR ;aword 
w^zItD^pIkCRpRh@ps : w^zItD^pIkCRpRh@ps ;aword 
w^n^vD^TIGzyu@skhRtuduIznemelat^vTIGz : w^n^vD^TIGz ;aword yu@skhR ;aword tu ;aword du ;aword Iznem ;aword elat ;aword ^vTIGz ;aword 
d^zSispantenixsduelat^vnemIG : d^zSispantenixsdu ;aword elat ;aword ^vnemIG ;aword 
YTIGkSinozDEm : YTIGk ;aword Sinoz ;aword DEm ;aword 
Y : Y ;aword 
YdontTIGkSiwUdEvRses^mTIGYTIGkIfSi : Ydont ;aword TIGk ;aword Si ;aword wUdEvRse ;aword s^mTIG ;aword YTIGk ;aword If ;aword Si ;aword 
@ndYdontTIGkSinozeSuInebUk@zSid^zeSuan : @nd ;aword Ydont ;aword TIGk ;aword Si ;aword nozeSuIn ;aword e ;aword bUk ;aword @z ;aword Si ;aword d^zeSuan ;aword 
SiznatrixliInturEdIGbUks : Siz ;aword natrixli ;aword In ;aword turEdIG ;aword bUks ;aword 
xperIntlinat : xperIntlinat ;aword 
Sil^vzDEm@ndSil^vztusIt@ndlUk@tDEmb^tY : Sil ;aword ^vzDEm ;aword @nd ;aword Sil ;aword ^vztu ;aword sIt ;aword @nd ;aword lUk@t ;aword DEmb^t ;aword Y ;aword 
SisimdtunoD^p@tD^b^nibUk : Sisimdtu ;aword no ;aword D^p@tD^ ;aword b^ni ;aword bUk ;aword 
Ydontwidonth@vItso : Ydont ;aword wi ;aword dont ;aword h@v ;aword Itso ;aword 
@ndSisimdtunorYtxwetutRntuD^peJwID : @nd ;aword Sisimdtu ;aword no ;aword rYtxwetutRn ;aword tu ;aword D^peJwID ;aword 
@ndSinuSip@tIdD^b^niwICsRprYzdmi : @nd ;aword Sinu ;aword Si ;aword p@tIdD^ ;aword b^ni ;aword wICsRprYzdmi ;aword 
ItspasxbxlJ^stbxkczEvribadih@zItD@tSizsinIt : ItspasxbxlJ^stbxkcz ;aword Evribadi ;aword h@z ;aword It ;aword D@t ;aword Siz ;aword sin ;aword It ;aword 
d^zSih@vblaks@thom : d^zSi ;aword h@vblaks@thom ;aword 
Sid^z : Sid^z ;aword 
Sih@zesEt^vxbWtfIftilItxlblaks@ndwYlY : Si ;aword h@z ;aword e ;aword sEt^vxbWtfIftilItxlblaks@ndwYl ;aword Y ;aword 
hRsElf : hRsElf ;aword 
@ndD@tsoD@tss^mTIGnuD@tSi : @nd ;aword D@ts ;aword o ;aword D@ts ;aword s^mTIGnu ;aword D@t ;aword Si ;aword 
D^Suzsimdtubis^mscrt^v@nDearnu : D^Suzsimd ;aword tu ;aword bi ;aword s^mscrt^v@n ;aword Dearnu ;aword 
Dearnat : Dearnat ;aword 
Sih@zgatxnDIsTIGxbWtSuzInD^l@stfyuwiks@nd : Sih@zgat ;aword xnDIs ;aword TIG ;aword xbWtSuz ;aword In ;aword D^l@stfyuwiks ;aword @nd ;aword 
@ndstartIdtekIGDEmcf : @nd ;aword startId ;aword tekIG ;aword DEmcf ;aword 
hWduyalYkD@t : hWduya ;aword lYkD@t ;aword 
@ndSinozxbWtsaks : @nd ;aword SinozxbWtsaks ;aword 
h@zSisEdD^wRdsak : h@z ;aword Si ;aword sEdD^wRdsak ;aword 
DizTIGzcllUksodIfrIntYminmYSuz@ndsaks : Diz ;aword TIGz ;aword cllUk ;aword so ;aword dIfrInt ;aword Ymin ;aword mYSuz ;aword @ndsaks ;aword 
Sih@zbInxrWndnolEsD@nsIkscretpipxledefcr : Si ;aword h@z ;aword bIn ;aword xrWndnolEsD@nsIkscretpipxledefcr ;aword 
Derw^zInttum^CInDerD@tlUktfxmIlyRtumi : Derw^zInt ;aword tu ;aword m^CInDer ;aword D@t ;aword lUktfxmIl ;aword yR ;aword tumi ;aword 
fr^mhREkspIriIns : fr^mhREkspIriIns ;aword 
wRDerEniD@tdId : wRDerEni ;aword D@t ;aword dId ;aword 
wElYTIGkD^mIlkSiw^zseIGmIlk@tl^nCtxde : wEl ;aword YTIGk ;aword D^mIlkSiw^zseIGmIlk@tl^nCtxde ;aword 
pUtDizweInD^baks : pUt ;aword Diz ;aword weInD^baks ;aword 
wElSinozkizb^tYdontnoIfSinozD^wRd : wEl ;aword Si ;aword nozkiz ;aword b^t ;aword Ydontno ;aword If ;aword SinozD^wRd ;aword 
@ndYTIGkelat^vDozTIGz@pxlD@tSiwUdit@n : @nd ;aword YTIGk ;aword elat ;aword ^vDozTIGz@pxl ;aword D@t ;aword Si ;aword wUdit ;aword @n ;aword 
wElSid^zkclItSid^zse@pxl : wEl ;aword Sid^z ;aword kcl ;aword It ;aword Sid^z ;aword se@pxl ;aword 
b^tYTIGkItsJEnRxlifcr@pxlscs : b^t ;aword YTIGk ;aword ItsJEnRxlifcr@pxlscs ;aword 
SinuEg : SinuEg ;aword 
SiYTIGkSid^zbxkczwEnYseEgSik^mz : Si ;aword YTIGk ;aword Sid^z ;aword bxkczwEn ;aword Y ;aword seEgSik^mz ;aword 
Sil^vzEgz : Sil ;aword ^vzEgz ;aword 
@ndb^tY : @ndb^t ;aword Y ;aword 
dIdxntSiseEg : dIdxnt ;aword Si ;aword seEg ;aword 
ItsWndIdlYkIt : It ;aword sWndId ;aword lYkIt ;aword 
b^tletliSih@zrIpitIdclmostEvriwRdwisesoyu : b^tletli ;aword Si ;aword h@zrIpitIdclmostEvriwRd ;aword wi ;aword sesoyu ;aword 
SizgatekIsIGrutin : Sizgat ;aword ekIsIGrutin ;aword 
oSikIsIzelat : o ;aword SikIsIz ;aword elat ;aword 
SikIsIzTIGzmorD@npipxl : SikIsIz ;aword TIGz ;aword morD@n ;aword pipxl ;aword 
SilkIsdcgz@nd@ndtOz@ndTIGzSiznatbIg@t : SilkIsdcgz ;aword @nd ;aword @nd ;aword tOz@nd ;aword TIGz ;aword Siz ;aword natbIg@t ;aword 
d^zItmekTIGzbEtR : d^zItmekTIGzbEtR ;aword 
nowaCke : nowaCke ;aword 
SilYkswaCIz : Sil ;aword YkswaCIz ;aword 
huIzDIskIdskat : hu ;aword Iz ;aword DIskIdskat ;aword 
skatIzwElhRnEfyuhuSih@zJ^stbInInl^vwIDfcr : skatIz ;aword wEl ;aword hRnEfyu ;aword hu ;aword Si ;aword h@z ;aword J^stbIn ;aword In ;aword l^vwIDfcr ;aword 
@ndSisEzskatxbWtEvri^DRwRdWt^vhRmWTh@z : @nd ;aword SisEz ;aword skatxbWtEvri^DRwRdWt^vhRmWT ;aword h@z ;aword 
wUdSipleanD^tElxfonIfhiwRanD^^DREnd : wUdSipleanD^tElxfon ;aword If ;aword hi ;aword wRanD^^DREnd ;aword 
wih@vxnth@dWRtElxfonwID^swYlwivbInxweso : wih@v ;aword xnth@dWRtElxfonwID^swYlwivbInxwe ;aword so ;aword 
soYh@vxntpledwIDetElxfonwIDhRfcrovRtu : so ;aword Yh@v ;aword xntpledwIDetElxfon ;aword wIDhR ;aword fcrovRtu ;aword 
Sisimdtuscrt^vnow^ttuduwIDIt : Si ;aword simd ;aword tus ;aword crt^vnow^ttu ;aword du ;aword wID ;aword It ;aword 
yRb^tDIs@zYsEdbxforDIsw^nIzdIfrIntfr^m : yR ;aword b^t ;aword DIs ;aword @z ;aword Y ;aword sEd ;aword bxforDIs ;aword w^nIz ;aword dIfrIntfr^m ;aword 
EnihWsoYTIGkSiw^zJ^st : EnihWso ;aword YTIGk ;aword Siw^zJ^st ;aword 
yUrzIz : yUrz ;aword Iz ;aword 
edYl : edYl ;aword 
Sinus^mTIGzxbWtD^keJD^doryukcldIt : Sinu ;aword s^mTIGzxbWtD^keJD^dor ;aword yu ;aword kcl ;aword dIt ;aword 
no : no ;aword 
YdontTIGkSiwUdnow^tekeJIz : Ydont ;aword TIGk ;aword Si ;aword wUdnow^t ;aword e ;aword keJIz ;aword 
h@zSisinw^n : h@z ;aword Si ;aword sinw^n ;aword 
mebiek@tskeJwih@vekeJfcrWRk@t : mebi ;aword e ;aword k@ts ;aword keJwi ;aword h@v ;aword e ;aword keJfcrWRk@t ;aword 
b^tYdontnoIfSizrixlisinIt : b^t ;aword Ydontno ;aword If ;aword Siz ;aword rixli ;aword sin ;aword It ;aword 
yuSodhRhWSikUdwRkD^p^pItpUthRh@ndInIt : yu ;aword SodhRhWSikUdwRkD^ ;aword p^pIt ;aword pUt ;aword hRh@nd ;aword In ;aword It ;aword 
duyuTIGkD@tSi^ndRstUd : du ;aword yu ;aword TIGk ;aword D@t ;aword Si ;aword ^ndRstUd ;aword 
wElSih@zep^pItD@twivbInsRprYzdD@tSi : wEl ;aword Si ;aword h@z ;aword e ;aword p^pIt ;aword D@t ;aword wivbInsRprYzd ;aword D@t ;aword Si ;aword 
Sid^zxntnohWtuwRkItb^tSilYkstupUthRh@ndIn : Sid^zxnt ;aword no ;aword hWtuwRk ;aword It ;aword b^tSi ;aword lYkstu ;aword pUt ;aword hRh@nd ;aword In ;aword 
@ndkYnd^vwevItxrWnd : @ndkYnd^vwevItxrWnd ;aword 
k@nSinembadiparts : k@n ;aword Sinembadiparts ;aword 
dontTIGkso : dont ;aword TIGkso ;aword 
Sinozelat^vDEmb^tYdontTIGkSinozd^zxnt : Sinoz ;aword elat ;aword ^vDEm ;aword b^t ;aword Ydont ;aword TIGk ;aword Sinozd^zxnt ;aword 
YnoSinozYnoSinoznoz@ndmWT@nd : Y ;aword no ;aword Sinoz ;aword Y ;aword no ;aword Sinoz ;aword noz@ndmWT ;aword @nd ;aword 
xbWtD^herbr^S : xbWtD^herbr^S ;aword 
yRD@tsw^n^vhRbEsttOz : yR ;aword D@ts ;aword w^n^vhRbEsttOz ;aword 
d^zSibr^ShRonhercr^DRz : d^zSibr^ShRonhercr^DRz ;aword 
Evriw^nz : Evriw^nz ;aword 
hRon@nd^DRpipxlz : hRon@nd^DRpipxlz ;aword 
oSibr^SIzWRk@tm^CtuhIzdIsme : o ;aword Sibr^S ;aword Iz ;aword WRk@tm^CtuhIzdIsme ;aword 
d^zSih@ndxlItwEl : d^zSi ;aword h@ndxl ;aword It ;aword wEl ;aword 
vEriwElYTIGk : vEri ;aword wEl ;aword YTIGk ;aword 
Y@msRprYzdD@tSibr^SIzhRonherprItiwEl : Y ;aword @msRprYzd ;aword D@t ;aword Sibr^S ;aword Iz ;aword hRonherprIti ;aword wEl ;aword 
